Sample	int48	int3	int88	int37	int8	int42	int22	int73	int98	int25	int28	int34	int6	int85	int76	int95	int92	int20	int51	int33	int79	int41	int83	int93	int71	int13	int99	int23	int75	int86	int68	int17	int84	int30	int65	int57	int67	int54	int9	int7	int27	int39	int82	int38	int58	int100	int12	int47	int53	int10	int72	int97	int74	int49	int64	int5	int78	int36	int81	int11	int24	int21	int55	int62	int56	int46	int29	int1	int94	int50	int90	int63	int66	int35	int15	int31	int26	int4	int14	int40	int77	int89	int43	int91	int52	int69	int19	int87	int44	int61	int2	int70	int18	int60	int45	int32	int16	int80	int59	int96	discrete48	discrete3	discrete88	discrete37	discrete8	discrete42	discrete22	discrete73	discrete98	discrete25	discrete28	discrete34	discrete6	discrete85	discrete76	discrete95	discrete92	discrete20	discrete51	discrete33	discrete79	discrete41	discrete83	discrete93	discrete71	discrete13	discrete99	discrete23	discrete75	discrete86	discrete68	discrete17	discrete84	discrete30	discrete65	discrete57	discrete67	discrete54	discrete9	discrete7	discrete27	discrete39	discrete82	discrete38	discrete58	discrete100	discrete12	discrete47	discrete53	discrete10	discrete72	discrete97	discrete74	discrete49	discrete64	discrete5	discrete78	discrete36	discrete81	discrete11	discrete24	discrete21	discrete55	discrete62	discrete56	discrete46	discrete29	discrete1	discrete94	discrete50	discrete90	discrete63	discrete66	discrete35	discrete15	discrete31	discrete26	discrete4	discrete14	discrete40	discrete77	discrete89	discrete43	discrete91	discrete52	discrete69	discrete19	discrete87	discrete44	discrete61	discrete2	discrete70	discrete18	discrete60	discrete45	discrete32	discrete16	discrete80	discrete59	discrete96
s422	17	95	83	31	59	36	20	80	32	94	9	54	0	27	58	13	37	98	3	4	64	51	26	7	13	25	15	47	70	53	95	64	66	83	30	29	60	41	81	38	68	95	58	69	62	88	64	12	19	63	96	79	83	84	5	38	5	45	83	53	50	32	72	58	77	43	34	31	22	13	79	22	22	41	56	72	66	85	47	89	57	61	15	90	68	57	29	33	0	53	78	77	38	1	45	52	99	12	44	95	cold	hot	cold	lukewarm	hot	cold	cold	warm	hot	cold	lukewarm	hot	warm	hot	cold	lukewarm	hot	cold	warm	cold	lukewarm	cold	warm	cold	warm	warm	warm	warm	cold	warm	cold	warm	hot	hot	hot	hot	lukewarm	warm	lukewarm	hot	cold	lukewarm	lukewarm	hot	warm	warm	warm	cold	lukewarm	hot	warm	hot	cold	warm	cold	warm	cold	lukewarm	lukewarm	lukewarm	warm	warm	cold	warm	cold	cold	hot	cold	warm	lukewarm	lukewarm	lukewarm	lukewarm	warm	cold	cold	warm	hot	lukewarm	lukewarm	warm	warm	lukewarm	hot	hot	hot	warm	hot	hot	cold	cold	hot	hot	warm	hot	cold	warm	hot	cold	warm
s423	1	26	66	54	1	33	80	95	98	16	17	40	84	82	24	68	5	48	58	0	66	73	52	68	78	16	51	91	4	7	6	73	79	36	89	77	75	57	90	83	20	7	66	37	59	31	87	91	47	85	1	16	50	100	23	99	5	11	66	14	89	95	54	38	79	35	85	6	10	19	74	94	58	29	59	75	0	58	7	43	8	35	84	95	41	99	8	30	71	8	62	75	98	28	18	4	47	53	5	15	cold	cold	warm	hot	hot	lukewarm	cold	lukewarm	lukewarm	cold	cold	hot	warm	cold	hot	warm	hot	hot	cold	hot	warm	lukewarm	hot	warm	lukewarm	lukewarm	hot	cold	cold	warm	cold	cold	cold	cold	hot	warm	cold	lukewarm	hot	warm	cold	hot	cold	hot	lukewarm	hot	warm	warm	warm	lukewarm	cold	hot	warm	hot	warm	cold	lukewarm	cold	hot	cold	lukewarm	lukewarm	warm	lukewarm	hot	warm	lukewarm	cold	warm	hot	cold	hot	lukewarm	warm	warm	hot	warm	cold	cold	hot	hot	warm	hot	warm	cold	lukewarm	hot	lukewarm	warm	warm	lukewarm	cold	hot	lukewarm	lukewarm	warm	hot	lukewarm	cold	hot
s424	50	74	85	7	95	27	75	35	67	84	41	17	87	60	33	76	98	87	64	52	95	80	95	82	15	27	63	77	67	52	61	75	25	59	0	0	63	29	79	69	85	30	18	74	26	79	12	93	1	11	46	60	23	32	98	7	94	29	52	36	65	61	21	82	73	90	33	9	18	8	24	14	47	9	12	72	43	68	62	10	51	27	18	23	1	75	0	14	50	54	61	44	21	87	14	27	69	44	62	50	warm	hot	cold	warm	warm	lukewarm	lukewarm	hot	warm	warm	hot	lukewarm	cold	hot	lukewarm	hot	cold	hot	lukewarm	cold	hot	hot	warm	hot	cold	hot	hot	warm	hot	warm	warm	lukewarm	hot	lukewarm	lukewarm	hot	cold	hot	cold	hot	warm	cold	cold	warm	cold	hot	warm	cold	lukewarm	cold	hot	lukewarm	warm	hot	hot	warm	hot	cold	hot	cold	warm	cold	lukewarm	hot	hot	cold	cold	cold	hot	cold	hot	lukewarm	cold	lukewarm	warm	hot	lukewarm	lukewarm	warm	hot	warm	lukewarm	hot	cold	lukewarm	hot	lukewarm	hot	hot	warm	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	cold	hot	warm	hot
s425	44	53	74	47	5	12	94	20	52	44	43	87	8	55	69	11	27	84	28	6	45	10	52	61	47	33	74	17	17	70	5	85	85	60	97	70	56	24	80	79	64	64	16	76	56	63	56	83	79	73	72	26	5	10	78	35	50	62	12	55	65	74	17	14	89	48	16	51	78	75	33	7	62	58	24	19	47	14	16	29	65	48	52	21	88	62	18	77	16	27	39	60	27	37	44	37	98	44	80	87	lukewarm	lukewarm	hot	warm	warm	cold	warm	hot	lukewarm	lukewarm	warm	lukewarm	hot	cold	hot	lukewarm	warm	hot	cold	cold	cold	lukewarm	warm	cold	hot	warm	hot	hot	warm	hot	hot	warm	lukewarm	cold	hot	hot	warm	lukewarm	hot	warm	hot	lukewarm	lukewarm	warm	cold	lukewarm	hot	hot	warm	warm	hot	lukewarm	lukewarm	warm	warm	warm	hot	hot	warm	cold	cold	warm	hot	warm	cold	warm	lukewarm	hot	cold	hot	warm	lukewarm	warm	hot	hot	cold	lukewarm	hot	lukewarm	lukewarm	lukewarm	lukewarm	cold	hot	hot	cold	cold	hot	lukewarm	warm	lukewarm	cold	cold	warm	hot	cold	hot	hot	lukewarm	warm
s426	86	51	47	77	38	36	10	16	76	65	34	10	58	88	72	81	54	75	27	12	4	63	18	26	43	0	17	18	92	90	85	100	68	8	73	45	48	75	68	68	22	49	69	97	81	16	0	62	54	56	58	66	72	13	27	6	43	49	70	46	88	60	34	17	82	78	65	0	79	82	50	32	38	26	57	50	29	36	23	12	24	49	67	95	46	5	34	52	57	1	49	43	46	99	11	25	51	49	13	65	hot	warm	lukewarm	warm	hot	lukewarm	lukewarm	lukewarm	warm	cold	warm	lukewarm	hot	cold	warm	lukewarm	warm	hot	warm	cold	hot	hot	hot	hot	lukewarm	hot	cold	cold	warm	hot	warm	lukewarm	cold	warm	hot	cold	warm	lukewarm	hot	cold	hot	lukewarm	lukewarm	hot	hot	cold	warm	cold	lukewarm	hot	lukewarm	warm	warm	cold	warm	cold	lukewarm	lukewarm	hot	hot	warm	warm	hot	lukewarm	warm	lukewarm	warm	lukewarm	hot	hot	cold	warm	lukewarm	warm	hot	lukewarm	warm	warm	hot	warm	hot	warm	warm	cold	lukewarm	cold	warm	hot	hot	cold	lukewarm	cold	cold	hot	warm	cold	hot	hot	warm	hot
s427	94	12	92	94	47	98	51	14	67	25	14	60	61	14	86	75	12	17	62	89	55	29	5	47	100	40	44	82	79	38	82	65	48	14	28	79	79	39	50	93	54	28	76	66	25	97	13	94	33	44	76	13	93	27	91	72	1	89	62	11	77	4	94	87	100	0	68	97	81	100	82	86	33	33	75	43	60	64	100	36	43	93	94	90	43	56	97	15	41	76	60	36	3	68	24	79	9	6	61	26	warm	cold	warm	warm	hot	cold	hot	warm	lukewarm	warm	warm	warm	hot	warm	lukewarm	hot	lukewarm	warm	warm	hot	lukewarm	lukewarm	warm	warm	cold	hot	cold	lukewarm	warm	hot	cold	lukewarm	hot	cold	hot	cold	warm	lukewarm	warm	lukewarm	hot	cold	hot	hot	warm	warm	hot	hot	warm	hot	hot	lukewarm	hot	lukewarm	lukewarm	hot	hot	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	cold	cold	hot	warm	cold	hot	warm	lukewarm	warm	cold	cold	lukewarm	hot	hot	cold	warm	hot	hot	cold	warm	warm	hot	hot	cold	warm	warm	warm	hot	cold	hot	cold	hot	hot	hot	lukewarm	warm	hot
s428	3	71	60	60	48	24	41	10	52	11	46	48	95	74	89	18	16	81	8	93	61	58	35	12	27	54	98	27	65	92	18	21	2	0	5	38	16	98	27	22	14	31	11	31	59	28	65	51	70	60	51	22	38	92	32	10	46	22	82	67	65	37	2	65	11	84	10	48	41	98	3	53	77	97	98	64	11	43	6	83	77	62	91	17	88	15	84	27	95	83	56	92	1	42	94	97	91	93	71	47	warm	hot	warm	cold	warm	lukewarm	lukewarm	lukewarm	cold	cold	hot	lukewarm	hot	cold	cold	cold	warm	hot	warm	cold	lukewarm	hot	hot	hot	lukewarm	warm	cold	cold	warm	warm	warm	hot	lukewarm	lukewarm	hot	warm	lukewarm	hot	lukewarm	warm	lukewarm	hot	cold	hot	lukewarm	cold	hot	warm	cold	hot	warm	warm	hot	warm	hot	cold	lukewarm	lukewarm	cold	hot	hot	lukewarm	warm	warm	cold	hot	lukewarm	cold	lukewarm	warm	lukewarm	warm	lukewarm	cold	hot	cold	hot	hot	lukewarm	hot	hot	hot	lukewarm	hot	warm	hot	cold	warm	cold	warm	warm	cold	hot	warm	cold	cold	hot	lukewarm	hot	lukewarm
s429	95	80	28	41	21	59	58	74	73	68	94	47	50	52	46	14	57	50	14	85	79	95	78	82	9	0	77	42	88	11	77	89	61	86	61	40	45	20	0	22	49	27	11	13	41	100	67	41	14	100	32	75	13	17	64	48	37	43	2	80	51	5	11	27	54	21	98	33	8	85	55	37	11	4	81	77	66	30	66	4	20	89	63	55	77	7	1	97	70	53	63	70	14	44	66	61	36	85	62	23	cold	hot	warm	lukewarm	cold	warm	lukewarm	warm	warm	warm	cold	lukewarm	hot	warm	lukewarm	cold	cold	cold	lukewarm	cold	hot	cold	warm	hot	cold	warm	cold	hot	cold	cold	hot	cold	cold	cold	lukewarm	lukewarm	warm	lukewarm	hot	lukewarm	lukewarm	lukewarm	lukewarm	hot	warm	cold	warm	warm	hot	lukewarm	lukewarm	warm	warm	hot	cold	lukewarm	hot	warm	hot	hot	cold	cold	warm	cold	cold	warm	warm	cold	hot	lukewarm	hot	warm	warm	cold	warm	lukewarm	warm	cold	hot	warm	lukewarm	lukewarm	warm	lukewarm	hot	lukewarm	hot	warm	lukewarm	warm	lukewarm	cold	lukewarm	warm	cold	cold	warm	hot	warm	cold
s430	19	97	44	20	3	84	52	93	78	19	92	83	46	58	27	68	65	30	74	63	45	24	77	50	27	65	99	100	54	1	77	0	87	34	25	76	89	75	37	28	16	13	45	37	46	19	85	20	84	86	15	35	71	55	29	65	37	58	28	65	54	71	17	95	9	8	54	68	42	62	56	16	10	1	86	38	13	47	60	75	45	19	2	18	44	98	11	89	46	87	60	20	74	74	27	76	7	22	93	40	warm	lukewarm	cold	lukewarm	hot	cold	warm	warm	warm	hot	cold	cold	cold	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	hot	warm	lukewarm	warm	lukewarm	cold	hot	warm	hot	cold	warm	hot	cold	lukewarm	warm	lukewarm	cold	lukewarm	warm	lukewarm	lukewarm	warm	warm	cold	hot	hot	warm	hot	hot	warm	warm	hot	hot	lukewarm	hot	warm	warm	hot	cold	cold	hot	cold	lukewarm	hot	hot	cold	cold	lukewarm	cold	warm	cold	lukewarm	hot	hot	cold	warm	lukewarm	cold	hot	cold	cold	lukewarm	lukewarm	hot	warm	warm	warm	cold	warm	warm	cold	cold	hot	hot	warm	cold	warm	warm	cold	warm	cold	lukewarm
s431	10	41	29	57	92	82	27	7	6	39	61	28	70	33	11	66	9	16	58	36	81	96	70	45	68	1	89	49	82	54	4	14	23	72	95	83	44	72	71	34	16	92	15	4	64	25	37	18	89	100	39	9	95	56	67	50	10	86	66	73	67	96	57	39	97	71	100	40	74	35	9	5	52	28	94	73	51	44	6	98	50	30	2	10	46	24	32	65	93	69	36	3	96	43	86	15	65	67	46	21	hot	warm	warm	warm	cold	hot	cold	warm	hot	lukewarm	warm	hot	hot	cold	warm	warm	cold	lukewarm	cold	lukewarm	warm	cold	hot	cold	warm	hot	hot	cold	hot	lukewarm	warm	warm	hot	hot	cold	hot	cold	warm	lukewarm	hot	lukewarm	lukewarm	cold	cold	hot	warm	hot	hot	lukewarm	hot	cold	warm	lukewarm	cold	warm	hot	hot	warm	warm	warm	lukewarm	warm	lukewarm	hot	cold	warm	hot	cold	lukewarm	lukewarm	lukewarm	lukewarm	warm	hot	cold	cold	lukewarm	cold	lukewarm	cold	cold	hot	cold	cold	hot	cold	hot	hot	hot	hot	lukewarm	warm	warm	hot	lukewarm	cold	lukewarm	warm	lukewarm	warm
s432	49	16	63	96	65	83	100	79	31	76	16	44	44	53	26	24	6	99	15	10	19	80	10	16	46	89	71	59	55	15	35	73	59	2	41	76	48	48	4	31	68	76	2	76	96	4	35	19	12	42	2	81	45	81	97	36	27	18	72	33	99	91	24	1	25	85	41	84	41	13	68	80	0	21	34	86	62	23	12	68	59	41	22	89	62	60	38	56	31	92	33	46	12	26	55	77	12	77	80	66	hot	lukewarm	hot	hot	hot	lukewarm	cold	warm	cold	cold	cold	cold	lukewarm	cold	lukewarm	cold	warm	lukewarm	hot	lukewarm	lukewarm	cold	cold	hot	lukewarm	lukewarm	lukewarm	cold	hot	lukewarm	cold	hot	lukewarm	cold	lukewarm	cold	lukewarm	lukewarm	warm	hot	lukewarm	hot	warm	cold	hot	lukewarm	warm	lukewarm	lukewarm	hot	warm	cold	cold	cold	hot	lukewarm	warm	hot	cold	lukewarm	warm	cold	hot	cold	lukewarm	cold	hot	cold	lukewarm	warm	warm	hot	cold	hot	hot	hot	cold	lukewarm	hot	hot	hot	hot	hot	cold	cold	cold	warm	lukewarm	lukewarm	cold	warm	cold	warm	lukewarm	hot	lukewarm	lukewarm	warm	hot	hot
s433	88	10	16	7	61	31	10	7	93	42	55	36	26	25	100	7	50	47	51	10	64	67	94	47	43	85	33	68	58	38	89	4	20	18	43	56	80	75	43	2	34	46	92	73	28	11	82	47	26	61	16	71	58	25	36	30	43	82	77	45	65	49	29	14	51	10	50	83	18	32	73	11	73	66	1	91	95	92	77	68	82	33	57	61	61	2	19	72	87	81	88	95	27	21	43	42	29	44	67	97	cold	hot	lukewarm	hot	warm	warm	hot	hot	hot	cold	lukewarm	cold	cold	hot	warm	cold	lukewarm	warm	cold	cold	hot	hot	lukewarm	hot	hot	hot	hot	warm	lukewarm	hot	lukewarm	hot	lukewarm	hot	hot	lukewarm	warm	hot	cold	lukewarm	cold	cold	warm	hot	warm	cold	hot	warm	hot	hot	cold	cold	warm	warm	lukewarm	warm	cold	cold	lukewarm	cold	hot	cold	warm	warm	cold	warm	warm	hot	cold	lukewarm	lukewarm	warm	warm	warm	warm	cold	lukewarm	cold	hot	warm	lukewarm	hot	hot	hot	hot	hot	hot	warm	warm	lukewarm	warm	lukewarm	hot	hot	cold	hot	lukewarm	warm	hot	lukewarm
s434	96	36	27	55	35	87	13	56	84	93	8	28	5	1	58	54	41	36	81	89	52	11	73	73	6	25	74	3	50	72	18	22	74	24	6	65	0	52	58	4	2	18	2	96	5	70	81	58	42	34	61	39	29	65	50	99	36	17	59	52	40	48	89	35	35	73	96	70	1	46	42	79	63	31	0	94	53	95	25	53	43	57	66	87	26	54	74	54	54	57	0	51	26	39	93	94	49	3	30	83	cold	cold	lukewarm	lukewarm	warm	cold	hot	warm	lukewarm	hot	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	lukewarm	hot	lukewarm	warm	lukewarm	hot	cold	lukewarm	hot	cold	cold	hot	cold	warm	lukewarm	lukewarm	warm	cold	cold	hot	hot	hot	cold	lukewarm	warm	warm	lukewarm	hot	hot	warm	cold	lukewarm	hot	lukewarm	cold	lukewarm	warm	hot	hot	cold	hot	cold	hot	cold	cold	warm	cold	warm	lukewarm	hot	warm	warm	cold	warm	lukewarm	warm	warm	hot	warm	hot	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	lukewarm	warm	cold	warm	hot	hot	cold	lukewarm	hot	warm	warm	warm	warm	hot	cold	hot	warm	warm
s435	11	85	17	31	32	23	23	23	72	87	60	18	71	3	3	97	38	60	73	35	54	9	19	18	18	40	15	64	98	44	0	52	92	81	4	3	70	81	20	8	22	48	61	75	42	14	33	54	11	72	94	88	32	1	31	40	11	18	50	54	82	50	31	79	32	58	41	100	17	34	7	12	79	8	82	80	76	75	18	25	46	23	28	71	60	85	30	64	26	68	35	1	28	94	54	43	71	63	1	85	cold	cold	hot	hot	warm	warm	warm	lukewarm	warm	hot	hot	warm	hot	lukewarm	hot	lukewarm	hot	hot	lukewarm	lukewarm	cold	cold	cold	hot	warm	warm	hot	lukewarm	warm	warm	warm	lukewarm	warm	warm	hot	cold	hot	hot	warm	warm	cold	warm	hot	lukewarm	hot	lukewarm	warm	cold	cold	warm	lukewarm	lukewarm	lukewarm	lukewarm	hot	cold	warm	lukewarm	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	cold	cold	cold	lukewarm	cold	hot	lukewarm	lukewarm	hot	warm	lukewarm	warm	lukewarm	hot	warm	hot	warm	hot	cold	hot	lukewarm	hot	lukewarm	lukewarm	hot	lukewarm	warm	lukewarm	cold	hot	lukewarm	lukewarm	hot	cold	cold	lukewarm
s436	48	18	12	15	94	76	55	63	94	30	8	53	68	60	65	28	90	23	85	68	60	67	32	31	21	83	35	70	72	9	74	51	50	39	3	96	19	65	51	21	56	23	56	14	48	74	19	82	32	77	74	22	98	51	16	91	77	31	95	98	96	33	62	93	46	84	42	86	9	45	47	37	92	63	10	50	77	2	15	48	35	42	65	97	86	95	48	12	61	21	86	43	71	57	30	0	51	28	29	51	warm	lukewarm	hot	warm	warm	warm	warm	cold	cold	hot	hot	cold	lukewarm	warm	cold	hot	hot	lukewarm	hot	cold	cold	lukewarm	hot	lukewarm	warm	cold	hot	lukewarm	lukewarm	warm	hot	cold	hot	cold	lukewarm	cold	hot	lukewarm	warm	cold	hot	cold	hot	warm	warm	hot	lukewarm	warm	lukewarm	hot	warm	lukewarm	lukewarm	warm	hot	warm	warm	hot	warm	hot	cold	cold	hot	lukewarm	hot	hot	lukewarm	cold	warm	lukewarm	warm	warm	warm	cold	lukewarm	warm	hot	lukewarm	lukewarm	lukewarm	hot	cold	hot	warm	cold	lukewarm	hot	lukewarm	cold	cold	warm	hot	warm	lukewarm	warm	cold	hot	hot	lukewarm	lukewarm
s437	100	65	89	11	71	24	71	56	61	0	27	62	60	47	93	61	38	19	70	93	81	84	35	82	17	48	71	14	89	17	90	26	88	90	84	6	2	47	90	88	0	57	50	8	7	44	34	79	79	74	66	45	38	57	80	17	38	20	41	93	67	7	66	70	16	11	62	65	40	55	4	81	46	42	49	10	51	34	10	63	74	27	63	10	56	28	36	80	54	8	39	69	22	99	63	8	83	95	66	86	hot	warm	warm	hot	cold	lukewarm	cold	hot	warm	hot	cold	lukewarm	warm	lukewarm	warm	hot	warm	cold	warm	hot	hot	cold	hot	cold	warm	hot	lukewarm	warm	hot	warm	lukewarm	lukewarm	hot	warm	hot	lukewarm	cold	lukewarm	hot	cold	hot	cold	hot	warm	hot	lukewarm	warm	hot	cold	lukewarm	lukewarm	hot	lukewarm	warm	cold	cold	hot	warm	lukewarm	warm	lukewarm	warm	warm	hot	cold	lukewarm	hot	lukewarm	hot	cold	warm	warm	hot	lukewarm	lukewarm	warm	cold	hot	warm	warm	lukewarm	cold	lukewarm	hot	cold	warm	hot	cold	lukewarm	hot	hot	lukewarm	cold	cold	hot	warm	lukewarm	cold	lukewarm	hot
s438	96	90	29	98	99	22	76	87	63	56	18	48	15	93	40	84	19	69	43	53	94	13	17	15	44	17	78	58	56	32	60	21	0	92	80	36	97	68	32	36	8	21	54	85	83	28	55	82	51	87	91	40	7	46	0	1	91	11	51	74	94	56	77	34	67	67	76	79	4	32	85	62	84	5	13	100	82	10	14	65	2	74	33	97	62	89	41	26	85	51	54	75	42	24	69	14	43	97	3	58	cold	warm	cold	lukewarm	cold	cold	hot	hot	warm	lukewarm	warm	hot	warm	cold	lukewarm	lukewarm	warm	hot	hot	hot	warm	warm	warm	hot	lukewarm	warm	hot	lukewarm	cold	warm	lukewarm	cold	cold	cold	warm	lukewarm	warm	warm	hot	lukewarm	lukewarm	hot	warm	hot	lukewarm	warm	warm	hot	lukewarm	cold	warm	warm	cold	hot	hot	lukewarm	cold	hot	cold	warm	cold	hot	warm	warm	lukewarm	cold	cold	lukewarm	lukewarm	lukewarm	lukewarm	hot	hot	lukewarm	lukewarm	cold	lukewarm	warm	warm	cold	warm	warm	warm	hot	warm	cold	warm	lukewarm	hot	cold	warm	cold	warm	hot	hot	lukewarm	warm	lukewarm	warm	warm
s439	17	12	91	51	9	14	59	0	87	82	13	71	63	67	23	75	81	70	49	60	18	93	9	68	24	87	38	50	60	77	78	63	25	83	55	20	99	85	22	26	31	98	61	26	76	50	24	3	1	79	32	49	92	26	3	22	87	96	86	29	43	60	74	25	16	12	94	6	27	88	95	4	90	42	24	11	38	19	44	29	16	11	35	48	3	63	76	86	88	56	94	34	18	35	87	43	99	95	52	44	hot	cold	cold	cold	lukewarm	lukewarm	hot	lukewarm	cold	warm	lukewarm	warm	warm	warm	warm	warm	lukewarm	lukewarm	lukewarm	warm	lukewarm	hot	lukewarm	hot	hot	warm	cold	warm	warm	warm	cold	warm	cold	cold	cold	cold	lukewarm	lukewarm	lukewarm	lukewarm	warm	warm	hot	lukewarm	hot	cold	cold	cold	warm	lukewarm	lukewarm	warm	warm	warm	warm	hot	cold	hot	warm	cold	cold	cold	cold	cold	lukewarm	lukewarm	hot	lukewarm	hot	warm	cold	lukewarm	lukewarm	lukewarm	warm	lukewarm	hot	lukewarm	warm	cold	hot	warm	cold	hot	warm	warm	hot	warm	warm	hot	lukewarm	warm	lukewarm	warm	warm	warm	warm	cold	hot	cold
s440	95	27	21	60	26	0	29	55	35	93	69	87	53	89	70	34	10	26	79	9	14	90	56	64	32	46	91	89	46	59	59	1	61	89	32	44	11	16	64	55	62	25	88	92	92	42	1	41	15	17	48	48	70	49	42	23	94	5	3	44	36	73	0	57	77	20	14	36	13	38	96	75	97	91	97	54	87	18	93	56	0	69	4	63	2	93	94	28	68	19	59	90	20	58	82	45	12	57	89	17	warm	lukewarm	warm	hot	cold	cold	cold	lukewarm	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	lukewarm	cold	hot	hot	lukewarm	hot	cold	lukewarm	hot	hot	hot	lukewarm	hot	warm	hot	hot	cold	warm	warm	lukewarm	warm	hot	lukewarm	warm	lukewarm	lukewarm	hot	lukewarm	hot	cold	cold	hot	hot	hot	warm	lukewarm	lukewarm	warm	lukewarm	cold	cold	hot	cold	lukewarm	warm	lukewarm	lukewarm	warm	hot	lukewarm	warm	hot	hot	hot	hot	lukewarm	cold	hot	lukewarm	warm	warm	warm	cold	cold	hot	warm	warm	lukewarm	cold	warm	cold	hot	warm	warm	warm	warm	hot	cold	hot	hot	lukewarm	hot	lukewarm	hot	lukewarm	cold
s441	81	50	16	25	89	42	86	82	26	57	4	52	100	77	7	51	5	33	4	54	46	32	64	75	43	55	85	91	52	52	26	90	8	70	100	24	49	66	56	18	98	19	4	97	100	18	59	3	67	67	15	92	10	72	30	81	6	32	2	78	26	19	23	54	73	48	14	23	36	100	90	22	1	18	11	32	32	91	68	79	78	7	10	88	0	65	38	70	82	44	37	3	78	4	36	40	43	10	70	24	hot	lukewarm	warm	lukewarm	lukewarm	cold	warm	hot	hot	hot	hot	hot	hot	hot	warm	lukewarm	warm	warm	cold	cold	hot	cold	warm	cold	cold	warm	warm	cold	warm	cold	cold	lukewarm	hot	lukewarm	hot	warm	cold	warm	hot	hot	warm	lukewarm	warm	warm	cold	lukewarm	cold	warm	hot	warm	cold	lukewarm	hot	cold	cold	cold	lukewarm	warm	cold	lukewarm	hot	cold	warm	cold	lukewarm	cold	cold	warm	warm	warm	hot	lukewarm	lukewarm	cold	hot	cold	lukewarm	warm	warm	cold	warm	warm	hot	lukewarm	lukewarm	cold	cold	cold	hot	cold	lukewarm	hot	lukewarm	cold	cold	hot	warm	warm	warm	lukewarm
s442	65	69	24	18	74	76	61	84	45	23	67	28	49	98	58	60	32	54	18	23	19	73	5	44	77	90	3	57	95	90	83	57	40	27	14	45	67	55	40	81	52	78	32	82	26	91	51	20	98	66	27	17	46	6	9	95	63	29	43	2	59	18	30	71	63	84	63	36	18	51	36	86	83	70	26	28	70	0	49	89	94	64	37	23	43	78	11	6	97	32	63	82	38	30	18	70	99	21	86	10	hot	cold	hot	cold	cold	hot	warm	hot	lukewarm	hot	lukewarm	hot	warm	warm	hot	lukewarm	hot	cold	lukewarm	warm	cold	lukewarm	hot	cold	hot	cold	cold	hot	hot	hot	lukewarm	hot	lukewarm	cold	warm	cold	hot	warm	warm	lukewarm	lukewarm	cold	warm	warm	hot	hot	lukewarm	hot	warm	hot	cold	warm	cold	cold	lukewarm	hot	hot	hot	warm	warm	lukewarm	hot	warm	cold	warm	hot	cold	cold	warm	cold	cold	lukewarm	warm	cold	warm	cold	warm	cold	hot	warm	lukewarm	lukewarm	warm	hot	warm	hot	lukewarm	warm	lukewarm	hot	cold	lukewarm	hot	lukewarm	cold	hot	hot	hot	warm	hot
s443	51	44	94	82	75	88	71	64	4	31	95	65	30	56	18	84	2	29	96	44	57	15	50	59	40	27	87	82	51	68	78	99	15	43	73	94	78	35	46	61	20	45	82	31	72	68	12	0	19	50	3	68	18	59	75	19	60	98	91	44	33	63	30	29	67	70	57	39	55	91	91	31	62	90	16	89	94	60	49	45	41	25	6	54	4	86	49	8	100	87	26	83	8	64	55	4	56	33	53	13	hot	lukewarm	hot	cold	cold	warm	cold	warm	warm	lukewarm	warm	lukewarm	hot	warm	cold	warm	cold	hot	lukewarm	warm	lukewarm	lukewarm	lukewarm	lukewarm	warm	cold	cold	hot	cold	lukewarm	cold	hot	lukewarm	hot	warm	lukewarm	warm	lukewarm	warm	cold	cold	cold	cold	lukewarm	warm	hot	hot	warm	hot	warm	warm	warm	warm	warm	warm	lukewarm	cold	hot	warm	warm	lukewarm	hot	lukewarm	lukewarm	warm	lukewarm	lukewarm	lukewarm	warm	warm	warm	lukewarm	cold	hot	lukewarm	cold	warm	cold	hot	hot	cold	hot	hot	lukewarm	warm	lukewarm	warm	lukewarm	cold	hot	warm	cold	warm	warm	lukewarm	hot	cold	cold	hot	hot
s444	37	59	41	4	50	54	97	18	41	88	32	56	77	86	66	13	42	1	51	9	73	33	75	43	90	97	47	48	2	38	17	97	13	56	20	18	66	53	28	37	27	90	55	82	1	91	2	11	54	51	95	23	96	91	64	4	37	17	90	43	13	58	91	23	4	50	61	20	5	100	37	99	82	38	98	91	16	71	37	9	29	91	82	4	38	26	42	73	15	57	36	35	84	40	7	47	95	42	55	22	hot	warm	warm	cold	hot	warm	warm	lukewarm	warm	cold	lukewarm	hot	warm	cold	lukewarm	warm	warm	warm	lukewarm	lukewarm	warm	lukewarm	warm	cold	lukewarm	cold	lukewarm	warm	hot	warm	lukewarm	cold	hot	lukewarm	lukewarm	hot	hot	hot	cold	hot	lukewarm	lukewarm	lukewarm	warm	hot	cold	lukewarm	warm	cold	cold	warm	cold	warm	hot	lukewarm	warm	hot	warm	warm	warm	cold	hot	hot	lukewarm	warm	hot	cold	warm	warm	warm	hot	cold	warm	cold	lukewarm	lukewarm	lukewarm	hot	hot	hot	cold	hot	hot	hot	cold	warm	cold	warm	hot	hot	warm	cold	warm	hot	warm	lukewarm	warm	lukewarm	hot	lukewarm
